Data as of;Week;Region;New confirmed human infections;Total number of confirmed human infections;New confirmed human deaths;Total number of confirmed human deaths;New outbreaks in equids;Total number of outbreaks in equids;New deaths in equids;Total number of deaths in equids;New outbreaks in birds;Total number of outbreaks in birds;maxtempC;mintempC;humidity;precipMM
08/09/21;2021-W36;Liguria;0;1;0;0;NA;NA;NA;NA;NA;NA;24;22;56;0.0
15/09/21;2021-W37;Liguria;0;1;0;0;NA;NA;NA;NA;NA;NA;23;21;80;0.6
22/09/21;2021-W38;Liguria;0;1;0;0;NA;NA;NA;NA;NA;NA;21;17;62;0.0
29/09/21;2021-W39;Liguria;0;1;0;0;NA;NA;NA;NA;NA;NA;21;19;78;0.7
06/10/21;2021-W40;Liguria;0;1;0;0;NA;NA;NA;NA;NA;NA;18;14;73;1.9
13/10/21;2021-W41;Liguria;0;1;0;0;NA;NA;NA;NA;NA;NA;18;13;61;0.0
20/10/21;2021-W42;Liguria;0;1;0;0;NA;NA;NA;NA;NA;NA;18;16;76;1.0
27/10/21;2021-W43;Liguria;0;1;0;0;NA;NA;NA;NA;NA;NA;17;14;56;0.0
03/11/21;2021-W44;Liguria;0;1;0;0;NA;NA;NA;NA;NA;NA;16;14;78;9.3
10/11/21;2021-W45;Liguria;0;1;0;0;NA;NA;NA;NA;NA;NA;16;11;63;0.0
17/11/21;2021-W46;Liguria;0;1;0;0;NA;NA;NA;NA;NA;NA;14;13;73;0.1
24/11/21;2021-W47;Liguria;0;1;0;0;NA;NA;NA;NA;NA;NA;12;10;60;0.0
28/07/21;2021-W30;Lombardia;NA;NA;NA;NA;NA;NA;NA;NA;2;2;23;15;85;13.0
04/08/21;2021-W31;Lombardia;NA;NA;NA;NA;NA;NA;NA;NA;0;2;21;16;90;13.9
11/08/21;2021-W32;Lombardia;NA;NA;NA;NA;NA;NA;NA;NA;0;2;22;15;88;31.3
18/08/21;2021-W33;Lombardia;1;1;0;0;NA;NA;NA;NA;1;3;22;15;88;21.6
25/08/21;2021-W34;Lombardia;1;2;0;0;NA;NA;NA;NA;0;3;22;15;88;27.9
01/09/21;2021-W35;Lombardia;2;4;0;0;NA;NA;NA;NA;1;4;19;15;95;4.0
08/09/21;2021-W36;Lombardia;0;4;0;0;1;1;0;0;1;5;21;14;87;2.6
15/09/21;2021-W37;Lombardia;1;5;0;0;0;1;0;0;0;5;23;14;87;0.9
22/09/21;2021-W38;Lombardia;0;5;0;0;1;2;0;0;0;5;25;15;81;2.5
29/09/21;2021-W39;Lombardia;5;10;0;0;0;2;0;0;6;11;21;15;92;5.8
06/10/21;2021-W40;Lombardia;4;14;0;0;0;2;0;0;0;11;23;16;85;2.3
13/10/21;2021-W41;Lombardia;1;15;0;0;2;4;0;0;1;12;23;14;82;0.1
20/10/21;2021-W42;Lombardia;1;16;0;0;0;4;0;0;0;12;23;14;83;0.7
27/10/21;2021-W43;Lombardia;0;16;0;0;0;4;0;0;0;12;24;13;77;0.0
03/11/21;2021-W44;Lombardia;1;17;0;0;0;4;0;0;0;12;22;14;82;1.2
10/11/21;2021-W45;Lombardia;0;17;0;0;0;4;0;0;0;12;23;13;62;0.0
17/11/21;2021-W46;Lombardia;0;17;0;0;0;4;0;0;0;12;21;12;70;0.2
24/11/21;2021-W47;Lombardia;0;17;0;0;0;4;0;0;0;12;23;12;70;0.4
15/09/21;2021-W37;Piemonte;NA;NA;NA;NA;NA;NA;NA;NA;1;1;27;15;49;0.0
22/09/21;2021-W38;Piemonte;NA;NA;NA;NA;NA;NA;NA;NA;0;1;25;11;65;0.0
29/09/21;2021-W39;Piemonte;1;1;0;0;NA;NA;NA;NA;0;1;24;15;75;2.3
06/10/21;2021-W40;Piemonte;1;2;0;0;NA;NA;NA;NA;0;1;17;11;83;5.0
13/10/21;2021-W41;Piemonte;0;2;0;0;NA;NA;NA;NA;1;2;17;6;66;0.0
20/10/21;2021-W42;Piemonte;0;2;0;0;NA;NA;NA;NA;0;2;20;8;52;0.0
27/10/21;2021-W43;Piemonte;0;2;0;0;NA;NA;NA;NA;0;2;19;7;70;0.0
03/11/21;2021-W44;Piemonte;0;2;0;0;NA;NA;NA;NA;0;2;13;10;91;6.2
10/11/21;2021-W45;Piemonte;0;2;0;0;NA;NA;NA;NA;1;3;15;8;80;0.0
17/11/21;2021-W46;Piemonte;0;2;0;0;2;2;0;0;0;3;13;7;88;2.0
24/11/21;2021-W47;Piemonte;0;2;0;0;0;2;0;0;2;5;10;6;88;1.2
01/09/21;2021-W35;Veneto;1;1;0;0;NA;NA;NA;NA;NA;NA;31;14;60;0.5
08/09/21;2021-W36;Veneto;1;2;0;0;NA;NA;NA;NA;NA;NA;32;16;44;0.1
15/09/21;2021-W37;Veneto;1;3;0;0;NA;NA;NA;NA;2;2;31;19;49;0.0
22/09/21;2021-W38;Veneto;1;4;0;0;NA;NA;NA;NA;0;2;22;13;60;0.0
29/09/21;2021-W39;Veneto;1;5;0;0;NA;NA;NA;NA;3;5;27;17;58;0.1
06/10/21;2021-W40;Veneto;0;5;0;0;NA;NA;NA;NA;1;6;16;12;87;10.5
13/10/21;2021-W41;Veneto;0;5;0;0;NA;NA;NA;NA;0;6;18;9;61;0.2
20/10/21;2021-W42;Veneto;0;5;0;0;NA;NA;NA;NA;0;6;20;11;68;0.0
27/10/21;2021-W43;Veneto;0;5;0;0;NA;NA;NA;NA;0;6;20;9;47;0.0
03/11/21;2021-W44;Veneto;0;5;0;0;NA;NA;NA;NA;0;6;15;11;86;3.5
10/11/21;2021-W45;Veneto;0;5;0;0;NA;NA;NA;NA;0;6;14;6;66;0.0
17/11/21;2021-W46;Veneto;0;5;0;0;NA;NA;NA;NA;1;7;15;10;71;0.0
24/11/21;2021-W47;Veneto;0;5;0;0;NA;NA;NA;NA;0;7;11;5;67;0.0
15/09/21;2021-W37;Sardegna;NA;NA;NA;NA;NA;NA;NA;NA;1;1;34;22;53;0.0
22/09/21;2021-W38;Sardegna;NA;NA;NA;NA;NA;NA;NA;NA;0;1;28;19;68;0.3
29/09/21;2021-W39;Sardegna;NA;NA;NA;NA;NA;NA;NA;NA;1;2;29;19;68;0.0
06/10/21;2021-W40;Sardegna;NA;NA;NA;NA;NA;NA;NA;NA;0;2;22;18;60;0.3
13/10/21;2021-W41;Sardegna;NA;NA;NA;NA;NA;NA;NA;NA;0;2;22;15;65;0.7
20/10/21;2021-W42;Sardegna;NA;NA;NA;NA;NA;NA;NA;NA;0;2;25;12;69;0.0
27/10/21;2021-W43;Sardegna;NA;NA;NA;NA;NA;NA;NA;NA;2;4;23;12;64;0.0
03/11/21;2021-W44;Sardegna;NA;NA;NA;NA;NA;NA;NA;NA;2;6;17;16;87;4.1
10/11/21;2021-W45;Sardegna;NA;NA;NA;NA;NA;NA;NA;NA;0;6;19;14;84;2.0
17/11/21;2021-W46;Sardegna;NA;NA;NA;NA;NA;NA;NA;NA;3;9;16;12;78;0.0
24/11/21;2021-W47;Sardegna;NA;NA;NA;NA;NA;NA;NA;NA;0;9;18;10;78;0.1
19/07/22;2022-W29;Emilia-Romagna;4;4;1;1;NA;NA;NA;NA;NA;NA;41;21;30;0.0
26/07/22;2022-W30;Emilia-Romagna;7;11;0;1;NA;NA;NA;NA;NA;NA;38;23;62;0.6
02/08/22;2022-W31;Emilia-Romagna;10;21;0;1;NA;NA;NA;NA;NA;NA;41;23;38;0.0
09/08/22;2022-W32;Emilia-Romagna;9;30;0;1;1;1;NA;NA;NA;NA;36;20;58;0.6
16/08/22;2022-W33;Emilia-Romagna;10;40;1;2;0;1;NA;NA;NA;NA;36;21;68;0.8
23/08/22;2022-W34;Emilia-Romagna;10;50;0;2;1;2;NA;NA;NA;NA;31;18;63;0.2
30/08/22;2022-W35;Emilia-Romagna;11;61;0;2;1;3;NA;NA;NA;NA;35;23;59;0.2
06/09/22;2022-W36;Emilia-Romagna;6;67;0;2;0;3;NA;NA;NA;NA;36;21;53;0.1
13/09/22;2022-W37;Emilia-Romagna;11;78;0;2;2;5;NA;NA;NA;NA;34;18;52;0.0
20/09/22;2022-W38;Emilia-Romagna;5;83;1;3;1;6;NA;NA;NA;NA;23;13;66;0.0
27/09/22;2022-W39;Emilia-Romagna;3;86;0;3;0;6;NA;NA;NA;NA;22;13;68;0.1
04/10/22;2022-W40;Emilia-Romagna;1;87;0;3;4;10;NA;NA;NA;NA;25;15;68;0.0
11/10/22;2022-W41;Emilia-Romagna;2;89;1;4;NA;NA;NA;NA;NA;NA;22;16;67;0.0
09/08/22;2022-W32;Friuli-Venezia Giulia;2;2;0;0;NA;NA;NA;NA;NA;NA;33;22;54;0.1
16/08/22;2022-W33;Friuli-Venezia Giulia;2;4;0;0;NA;NA;NA;NA;NA;NA;29;21;74;0.8
23/08/22;2022-W34;Friuli-Venezia Giulia;6;10;0;0;NA;1;1;NA;NA;NA;26;18;56;0.0
30/08/22;2022-W35;Friuli-Venezia Giulia;3;13;0;0;NA;0;1;NA;NA;NA;27;22;69;0.5
06/09/22;2022-W36;Friuli-Venezia Giulia;2;15;1;1;NA;1;2;NA;NA;NA;30;20;62;0.0
13/09/22;2022-W37;Friuli-Venezia Giulia;0;15;0;1;NA;0;2;NA;NA;NA;25;18;67;0.0
20/09/22;2022-W38;Friuli-Venezia Giulia;3;18;0;1;NA;3;5;NA;NA;NA;22;13;61;0.0
27/09/22;2022-W39;Friuli-Venezia Giulia;0;18;0;1;NA;0;5;NA;NA;NA;20;13;75;1.6
04/10/22;2022-W40;Friuli-Venezia Giulia;18;18;0;1;NA;0;5;NA;NA;NA;21;14;71;0.0
11/10/22;2022-W41;Friuli-Venezia Giulia;0;18;0;1;NA;NA;NA;NA;NA;NA;21;15;73;0.2
19/07/22;2022-W29;Lombardia;2;2;0;0;NA;NA;NA;NA;NA;NA;23;14;78;0.5
26/07/22;2022-W30;Lombardia;2;4;0;0;NA;NA;NA;NA;NA;NA;22;15;87;3.8
02/08/22;2022-W31;Lombardia;3;7;0;0;NA;NA;NA;NA;NA;NA;23;13;83;4.1
09/08/22;2022-W32;Lombardia;4;11;1;1;NA;NA;NA;NA;NA;NA;22;13;85;4.1
16/08/22;2022-W33;Lombardia;6;17;0;1;NA;1;1;NA;NA;NA;19;15;95;3.7
23/08/22;2022-W34;Lombardia;0;17;0;1;NA;3;4;NA;NA;NA;23;14;83;4.4
30/08/22;2022-W35;Lombardia;24;41;2;3;NA;1;5;NA;NA;NA;20;16;91;16.1
06/09/22;2022-W36;Lombardia;9;50;0;3;NA;0;5;NA;NA;NA;21;14;87;1.6
13/09/22;2022-W37;Lombardia;5;55;1;4;NA;2;7;NA;NA;NA;20;15;91;5.3
20/09/22;2022-W38;Lombardia;1;56;1;5;NA;2;9;NA;NA;NA;20;14;91;3.7
27/09/22;2022-W39;Lombardia;2;58;0;5;NA;0;9;NA;NA;NA;23;14;84;2.1
04/10/22;2022-W40;Lombardia;2;60;0;5;NA;0;9;NA;NA;NA;20;16;93;5.8
11/10/22;2022-W41;Lombardia;8;68;2;7;NA;NA;NA;NA;NA;NA;23;15;78;0.5
19/07/22;2022-W29;Piemonte;2;2;1;1;NA;NA;NA;NA;NA;NA;39;18;41;0.0
26/07/22;2022-W30;Piemonte;0;2;0;1;NA;NA;NA;NA;NA;NA;37;19;48;0.0
02/08/22;2022-W31;Piemonte;3;5;0;1;NA;NA;NA;NA;NA;NA;38;18;33;0.0
09/08/22;2022-W32;Piemonte;7;12;1;2;NA;NA;NA;NA;NA;NA;32;16;73;9.5
16/08/22;2022-W33;Piemonte;8;20;0;2;NA;NA;NA;NA;NA;NA;34;17;61;2.2
23/08/22;2022-W34;Piemonte;5;25;1;3;NA;1;1;NA;NA;NA;31;15;54;0.0
30/08/22;2022-W35;Piemonte;5;30;1;4;NA;2;3;NA;NA;NA;32;18;63;0.1
06/09/22;2022-W36;Piemonte;8;38;1;5;NA;4;7;NA;NA;NA;33;17;58;0.0
13/09/22;2022-W37;Piemonte;2;40;0;5;NA;0;7;NA;NA;NA;30;14;47;0.0
20/09/22;2022-W38;Piemonte;11;51;0;5;NA;0;7;NA;NA;NA;23;12;63;0.0
27/09/22;2022-W39;Piemonte;2;53;0;5;NA;3;10;NA;NA;NA;16;10;88;3.5
04/10/22;2022-W40;Piemonte;56;53;0;5;NA;0;10;NA;NA;NA;24;11;72;0.0
11/10/22;2022-W41;Piemonte;0;53;0;5;NA;NA;NA;NA;NA;NA;22;11;79;1.2
16/08/22;2022-W33;Sardegna;1;1;0;0;NA;NA;NA;NA;NA;NA;36;24;67;0.2
23/08/22;2022-W34;Sardegna;0;1;0;0;NA;NA;NA;NA;NA;NA;32;20;69;0.0
30/08/22;2022-W35;Sardegna;1;2;0;0;NA;NA;NA;NA;NA;NA;37;24;52;0.2
06/09/22;2022-W36;Sardegna;2;4;0;0;NA;NA;NA;NA;NA;NA;34;23;62;0.0
13/09/22;2022-W37;Sardegna;0;4;0;0;NA;NA;NA;NA;NA;NA;37;21;56;0.0
20/09/22;2022-W38;Sardegna;2;6;0;0;NA;NA;NA;NA;NA;NA;27;17;63;0.0
27/09/22;2022-W39;Sardegna;0;6;0;0;NA;NA;NA;NA;NA;NA;23;19;63;1.4
04/10/22;2022-W40;Sardegna;1;7;1;1;NA;NA;NA;NA;NA;NA;26;16;70;0.0
11/10/22;2022-W41;Sardegna;0;7;0;1;NA;NA;NA;NA;NA;NA;29;18;68;0.2
13/09/22;2022-W37;Sicilia;1;1;0;0;NA;NA;NA;NA;NA;NA;31;22;60;0.0
20/09/22;2022-W38;Sicilia;0;1;0;0;NA;NA;NA;NA;NA;NA;30;22;66;0.0
27/09/22;2022-W39;Sicilia;0;1;0;0;NA;NA;NA;NA;NA;NA;25;21;69;0.0
04/10/22;2022-W40;Sicilia;0;1;0;0;NA;NA;NA;NA;NA;NA;24;19;73;0.0
11/10/22;2022-W41;Sicilia;1;1;1;1;NA;NA;NA;NA;NA;NA;26;21;67;0.2
16/08/22;2022-W33;Toscana;1;1;0;0;NA;NA;NA;NA;NA;NA;32;22;75;2.0
23/08/22;2022-W34;Toscana;2;3;0;0;NA;NA;NA;NA;NA;NA;33;21;50;0.0
30/08/22;2022-W35;Toscana;0;3;0;0;NA;NA;NA;NA;NA;NA;29;22;71;0.0
06/09/22;2022-W36;Toscana;0;3;0;0;NA;NA;NA;NA;NA;NA;29;21;65;0.0
13/09/22;2022-W37;Toscana;0;3;0;0;NA;NA;NA;NA;NA;NA;29;19;63;0.0
20/09/22;2022-W38;Toscana;0;3;0;0;NA;NA;NA;NA;NA;NA;25;16;61;0.0
27/09/22;2022-W39;Toscana;0;3;0;0;NA;NA;NA;NA;NA;NA;22;16;65;0.8
04/10/22;2022-W40;Toscana;0;3;0;0;NA;NA;NA;NA;NA;NA;24;16;72;0.0
11/10/22;2022-W41;Toscana;0;3;0;0;NA;NA;NA;NA;NA;NA;23;16;77;0.0
12/07/22;2022-W28;Veneto;1;1;0;0;NA;NA;NA;NA;NA;NA;29;18;66;0.8
19/07/22;2022-W29;Veneto;6;7;2;2;NA;NA;NA;NA;NA;NA;36;21;45;0.0
26/07/22;2022-W30;Veneto;18;25;1;3;NA;NA;NA;NA;NA;NA;35;21;65;3.0
02/08/22;2022-W31;Veneto;36;61;2;5;NA;NA;NA;NA;NA;NA;37;20;56;0.6
09/08/22;2022-W32;Veneto;28;89;1;6;NA;NA;NA;NA;NA;NA;34;19;57;0.4
16/08/22;2022-W33;Veneto;58;147;2;8;NA;NA;NA;NA;NA;NA;33;18;73;1.8
23/08/22;2022-W34;Veneto;48;195;1;9;NA;NA;NA;NA;NA;NA;31;17;69;0.5
30/08/22;2022-W35;Veneto;39;234;4;13;NA;NA;NA;NA;NA;NA;29;21;72;7.2
06/09/22;2022-W36;Veneto;28;262;0;13;NA;NA;NA;NA;NA;NA;33;19;61;0.0
13/09/22;2022-W37;Veneto;14;276;0;13;NA;NA;NA;NA;NA;NA;31;16;66;0.0
20/09/22;2022-W38;Veneto;22;298;1;14;NA;NA;NA;NA;NA;NA;22;11;59;0.0
27/09/22;2022-W39;Veneto;13;311;0;14;NA;NA;NA;NA;NA;NA;21;13;78;1.2
04/10/22;2022-W40;Veneto;7;318;2;16;NA;NA;NA;NA;NA;NA;22;14;70;0.0
11/10/22;2022-W41;Veneto;4;322;1;17;NA;NA;NA;NA;NA;NA;23;14;68;0.0
